time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.2187933861e-01 2.0833293730e-02
5.0000000000e-02 9.2172346524e-01 2.0833293472e-02
1.0000000000e-01 9.2153298517e-01 2.0833293152e-02
1.5000000000e-01 9.2139897244e-01 2.0833293347e-02
2.0000000000e-01 9.2145586776e-01 2.0833293343e-02
2.5000000000e-01 9.2142581287e-01 2.0833293100e-02
3.0000000000e-01 9.2115411560e-01 2.0833293037e-02
3.5000000000e-01 9.2076149734e-01 2.0833293037e-02
4.0000000000e-01 9.2036045046e-01 2.0833292855e-02
4.5000000000e-01 9.1993388567e-01 2.0833292918e-02
5.0000000000e-01 9.1949429677e-01 2.0833293007e-02
5.5000000000e-01 9.1933117656e-01 2.0833292653e-02
6.0000000000e-01 9.1917130761e-01 2.0833292522e-02
6.5000000000e-01 9.1866685425e-01 2.0833293074e-02
7.0000000000e-01 9.1829716119e-01 2.0833293456e-02
7.5000000000e-01 9.1809949468e-01 2.0833293316e-02
8.0000000000e-01 9.1784888267e-01 2.0833292661e-02
8.5000000000e-01 9.1747986940e-01 2.0833292360e-02
9.0000000000e-01 9.1706366946e-01 2.0833292743e-02
9.5000000000e-01 9.1685166521e-01 2.0833292960e-02
1.0000000000e+00 9.1645786217e-01 2.0833292661e-02
1.0500000000e+00 9.1613193970e-01 2.0833292389e-02
1.1000000000e+00 9.1605987316e-01 2.0833292596e-02
1.1500000000e+00 9.1588724826e-01 2.0833292617e-02
1.2000000000e+00 9.1577216466e-01 2.0833292320e-02
1.2500000000e+00 9.1567727798e-01 2.0833292277e-02
1.3000000000e+00 9.1534946552e-01 2.0833292185e-02
1.3500000000e+00 9.1514180649e-01 2.0833292524e-02
1.4000000000e+00 9.1525043769e-01 2.0833292697e-02
1.4500000000e+00 9.1505701500e-01 2.0833292408e-02
1.5000000000e+00 9.1475068634e-01 2.0833292023e-02
1.5500000000e+00 9.1467715032e-01 2.0833292079e-02
1.6000000000e+00 9.1461944215e-01 2.0833292516e-02
1.6500000000e+00 9.1447752139e-01 2.0833292619e-02
1.7000000000e+00 9.1440712107e-01 2.0833292552e-02
1.7500000000e+00 9.1457535751e-01 2.0833292480e-02
1.8000000000e+00 9.1453137614e-01 2.0833292477e-02
1.8500000000e+00 9.1443732771e-01 2.0833292525e-02
1.9000000000e+00 9.1435228317e-01 2.0833292787e-02
1.9500000000e+00 9.1433465250e-01 2.0833292592e-02
2.0000000000e+00 9.1441972450e-01 2.0833292474e-02
2.0500000000e+00 9.1420073063e-01 2.0833292876e-02
2.1000000000e+00 9.1401182723e-01 2.0833292943e-02
2.1500000000e+00 9.1395677762e-01 2.0833292603e-02
2.2000000000e+00 9.1401048068e-01 2.0833292180e-02
2.2500000000e+00 9.1406841292e-01 2.0833292527e-02
2.3000000000e+00 9.1399712837e-01 2.0833292751e-02
2.3500000000e+00 9.1412153159e-01 2.0833292676e-02
2.4000000000e+00 9.1434704948e-01 2.0833292560e-02
2.4500000000e+00 9.1433965455e-01 2.0833292957e-02
2.5000000000e+00 9.1425372433e-01 2.0833293240e-02
2.5500000000e+00 9.1414362218e-01 2.0833293106e-02
2.6000000000e+00 9.1419852084e-01 2.0833293206e-02
2.6500000000e+00 9.1442246506e-01 2.0833293242e-02
2.7000000000e+00 9.1461976232e-01 2.0833293371e-02
2.7500000000e+00 9.1455240971e-01 2.0833293352e-02
2.8000000000e+00 9.1423352546e-01 2.0833292977e-02
2.8500000000e+00 9.1434732669e-01 2.0833292852e-02
2.9000000000e+00 9.1451235287e-01 2.0833293022e-02
2.9500000000e+00 9.1445694277e-01 2.0833292837e-02
3.0000000000e+00 9.1454793814e-01 2.0833292681e-02
3.0500000000e+00 9.1449807311e-01 2.0833292627e-02
3.1000000000e+00 9.1438324827e-01 2.0833292975e-02
3.1500000000e+00 9.1438779191e-01 2.0833292952e-02
3.2000000000e+00 9.1442421241e-01 2.0833292633e-02
3.2500000000e+00 9.1436599590e-01 2.0833292342e-02
3.3000000000e+00 9.1432825742e-01 2.0833292641e-02
3.3500000000e+00 9.1439236836e-01 2.0833292932e-02
3.4000000000e+00 9.1443874599e-01 2.0833292818e-02
3.4500000000e+00 9.1455032976e-01 2.0833292646e-02
3.5000000000e+00 9.1463121426e-01 2.0833292304e-02
3.5500000000e+00 9.1478731091e-01 2.0833293077e-02
3.6000000000e+00 9.1469501288e-01 2.0833293661e-02
3.6500000000e+00 9.1440395722e-01 2.0833293605e-02
3.7000000000e+00 9.1453823604e-01 2.0833292949e-02
3.7500000000e+00 9.1476586985e-01 2.0833292790e-02
3.8000000000e+00 9.1482643595e-01 2.0833293272e-02
3.8500000000e+00 9.1475690480e-01 2.0833293491e-02
3.9000000000e+00 9.1451758278e-01 2.0833293266e-02
3.9500000000e+00 9.1459966469e-01 2.0833292776e-02
4.0000000000e+00 9.1463121476e-01 2.0833292950e-02
4.0500000000e+00 9.1438984789e-01 2.0833293151e-02
4.1000000000e+00 9.1463284559e-01 2.0833293304e-02
4.1500000000e+00 9.1475466902e-01 2.0833293217e-02
4.2000000000e+00 9.1457975023e-01 2.0833293317e-02
4.2500000000e+00 9.1459650435e-01 2.0833293266e-02
4.3000000000e+00 9.1462375240e-01 2.0833293053e-02
4.3500000000e+00 9.1457096276e-01 2.0833293091e-02
4.4000000000e+00 9.1465915372e-01 2.0833293220e-02
4.4500000000e+00 9.1466662059e-01 2.0833293202e-02
4.5000000000e+00 9.1445089524e-01 2.0833293127e-02
4.5500000000e+00 9.1459677645e-01 2.0833293144e-02
4.6000000000e+00 9.1480432792e-01 2.0833293110e-02
4.6500000000e+00 9.1489530090e-01 2.0833292706e-02
4.7000000000e+00 9.1500049490e-01 2.0833292488e-02
4.7500000000e+00 9.1496294126e-01 2.0833292470e-02
4.8000000000e+00 9.1494076667e-01 2.0833292965e-02
4.8500000000e+00 9.1482566285e-01 2.0833293087e-02
4.9000000000e+00 9.1456805783e-01 2.0833292873e-02
4.9500000000e+00 9.1444694521e-01 2.0833292866e-02
5.0000000000e+00 9.1442344248e-01 2.0833292661e-02
5.0500000000e+00 9.1433337959e-01 2.0833292473e-02
5.1000000000e+00 9.1450524039e-01 2.0833292859e-02
5.1500000000e+00 9.1461693048e-01 2.0833293339e-02
5.2000000000e+00 9.1447222197e-01 2.0833293399e-02
5.2500000000e+00 9.1460545147e-01 2.0833292707e-02
5.3000000000e+00 9.1472439238e-01 2.0833292191e-02
5.3500000000e+00 9.1462049599e-01 2.0833292814e-02
5.4000000000e+00 9.1455451254e-01 2.0833292827e-02
5.4500000000e+00 9.1436996709e-01 2.0833292260e-02
5.5000000000e+00 9.1412862841e-01 2.0833292145e-02
5.5500000000e+00 9.1422753284e-01 2.0833292425e-02
5.6000000000e+00 9.1438855024e-01 2.0833292146e-02
5.6500000000e+00 9.1446293850e-01 2.0833292242e-02
5.7000000000e+00 9.1443795297e-01 2.0833292279e-02
5.7500000000e+00 9.1429298614e-01 2.0833292261e-02
5.8000000000e+00 9.1437249372e-01 2.0833292302e-02
5.8500000000e+00 9.1454697152e-01 2.0833292708e-02
5.9000000000e+00 9.1475294793e-01 2.0833292880e-02
5.9500000000e+00 9.1473483864e-01 2.0833292813e-02
6.0000000000e+00 9.1437331711e-01 2.0833293154e-02
6.0500000000e+00 9.1434439766e-01 2.0833293199e-02
6.1000000000e+00 9.1450793331e-01 2.0833293009e-02
6.1500000000e+00 9.1459428996e-01 2.0833292923e-02
6.2000000000e+00 9.1472587490e-01 2.0833293208e-02
6.2500000000e+00 9.1467297486e-01 2.0833293121e-02
6.3000000000e+00 9.1470797393e-01 2.0833292857e-02
6.3500000000e+00 9.1481626694e-01 2.0833292446e-02
6.4000000000e+00 9.1483342965e-01 2.0833292491e-02
6.4500000000e+00 9.1475405028e-01 2.0833292754e-02
6.5000000000e+00 9.1460712629e-01 2.0833292796e-02
6.5500000000e+00 9.1456932564e-01 2.0833292784e-02
6.6000000000e+00 9.1475730563e-01 2.0833292567e-02
6.6500000000e+00 9.1487993217e-01 2.0833292412e-02
6.7000000000e+00 9.1474378732e-01 2.0833292505e-02
6.7500000000e+00 9.1473082377e-01 2.0833292291e-02
6.8000000000e+00 9.1477834886e-01 2.0833292371e-02
6.8500000000e+00 9.1493296911e-01 2.0833292815e-02
6.9000000000e+00 9.1494734752e-01 2.0833292450e-02
6.9500000000e+00 9.1487003183e-01 2.0833292288e-02
7.0000000000e+00 9.1493181190e-01 2.0833292673e-02
7.0500000000e+00 9.1490989588e-01 2.0833293267e-02
7.1000000000e+00 9.1483564850e-01 2.0833292734e-02
7.1500000000e+00 9.1485062569e-01 2.0833292498e-02
7.2000000000e+00 9.1492598581e-01 2.0833292921e-02
7.2500000000e+00 9.1482141875e-01 2.0833293144e-02
7.3000000000e+00 9.1495616820e-01 2.0833292846e-02
7.3500000000e+00 9.1504445194e-01 2.0833292987e-02
7.4000000000e+00 9.1502076444e-01 2.0833292951e-02
7.4500000000e+00 9.1499626266e-01 2.0833292912e-02
7.5000000000e+00 9.1489291653e-01 2.0833293116e-02
7.5500000000e+00 9.1508108266e-01 2.0833293132e-02
7.6000000000e+00 9.1535910404e-01 2.0833293156e-02
7.6500000000e+00 9.1526351182e-01 2.0833293188e-02
7.7000000000e+00 9.1524165133e-01 2.0833292539e-02
7.7500000000e+00 9.1532730108e-01 2.0833292282e-02
7.8000000000e+00 9.1541425202e-01 2.0833291976e-02
7.8500000000e+00 9.1562316955e-01 2.0833291947e-02
7.9000000000e+00 9.1559861474e-01 2.0833291745e-02
7.9500000000e+00 9.1561268953e-01 2.0833292051e-02
8.0000000000e+00 9.1561278597e-01 2.0833292512e-02
8.0500000000e+00 9.1560064012e-01 2.0833292916e-02
8.1000000000e+00 9.1565351525e-01 2.0833292665e-02
8.1500000000e+00 9.1565777569e-01 2.0833292807e-02
8.2000000000e+00 9.1574184242e-01 2.0833293068e-02
8.2500000000e+00 9.1591623705e-01 2.0833293544e-02
8.3000000000e+00 9.1605847112e-01 2.0833293568e-02
8.3500000000e+00 9.1582426261e-01 2.0833293105e-02
8.4000000000e+00 9.1558944163e-01 2.0833292717e-02
8.4500000000e+00 9.1576492580e-01 2.0833292792e-02
8.5000000000e+00 9.1585755474e-01 2.0833292780e-02
8.5500000000e+00 9.1595779163e-01 2.0833292317e-02
8.6000000000e+00 9.1606114875e-01 2.0833292246e-02
8.6500000000e+00 9.1603679787e-01 2.0833292249e-02
8.7000000000e+00 9.1611567371e-01 2.0833292462e-02
8.7500000000e+00 9.1624050143e-01 2.0833292941e-02
8.8000000000e+00 9.1616610793e-01 2.0833293269e-02
8.8500000000e+00 9.1613919181e-01 2.0833293303e-02
8.9000000000e+00 9.1629920078e-01 2.0833293051e-02
8.9500000000e+00 9.1627344639e-01 2.0833293282e-02
9.0000000000e+00 9.1642905673e-01 2.0833293530e-02
9.0500000000e+00 9.1661410990e-01 2.0833293574e-02
9.1000000000e+00 9.1643594161e-01 2.0833292993e-02
9.1500000000e+00 9.1633619772e-01 2.0833292356e-02
9.2000000000e+00 9.1627982752e-01 2.0833292391e-02
9.2500000000e+00 9.1631979860e-01 2.0833292709e-02
9.3000000000e+00 9.1647237328e-01 2.0833292820e-02
9.3500000000e+00 9.1643367838e-01 2.0833292720e-02
9.4000000000e+00 9.1648241978e-01 2.0833292734e-02
9.4500000000e+00 9.1667878118e-01 2.0833293046e-02
9.5000000000e+00 9.1661110601e-01 2.0833292842e-02
9.5500000000e+00 9.1651129349e-01 2.0833293101e-02
9.6000000000e+00 9.1658367081e-01 2.0833293124e-02
9.6500000000e+00 9.1663288914e-01 2.0833292701e-02
9.7000000000e+00 9.1689183963e-01 2.0833293089e-02
9.7500000000e+00 9.1713077545e-01 2.0833293296e-02
9.8000000000e+00 9.1701744363e-01 2.0833292466e-02
9.8500000000e+00 9.1706063706e-01 2.0833291954e-02
9.9000000000e+00 9.1713653573e-01 2.0833292243e-02
9.9500000000e+00 9.1700204372e-01 2.0833292469e-02
1.0000000000e+01 9.1723019552e-01 2.0833292503e-02
1.0050000000e+01 9.1747931573e-01 2.0833292741e-02
1.0100000000e+01 9.1735294459e-01 2.0833292660e-02
1.0150000000e+01 9.1733159224e-01 2.0833292288e-02
1.0200000000e+01 9.1759981211e-01 2.0833292409e-02
1.0250000000e+01 9.1787332872e-01 2.0833292616e-02
1.0300000000e+01 9.1793007080e-01 2.0833292886e-02
1.0350000000e+01 9.1791226014e-01 2.0833292556e-02
1.0400000000e+01 9.1798085376e-01 2.0833292066e-02
1.0450000000e+01 9.1836696114e-01 2.0833292223e-02
1.0500000000e+01 9.1843739572e-01 2.0833292638e-02
1.0550000000e+01 9.1813593212e-01 2.0833293092e-02
1.0600000000e+01 9.1831217840e-01 2.0833293378e-02
1.0650000000e+01 9.1866562825e-01 2.0833292984e-02
1.0700000000e+01 9.1891525117e-01 2.0833292925e-02
1.0750000000e+01 9.1906404421e-01 2.0833293367e-02
1.0800000000e+01 9.1928570607e-01 2.0833293501e-02
1.0850000000e+01 9.1950322420e-01 2.0833292924e-02
1.0900000000e+01 9.1961164264e-01 2.0833292515e-02
1.0950000000e+01 9.1980560585e-01 2.0833292858e-02
1.1000000000e+01 9.1997181089e-01 2.0833293030e-02
1.1050000000e+01 9.2011748779e-01 2.0833292653e-02
1.1100000000e+01 9.2036768201e-01 2.0833292318e-02
1.1150000000e+01 9.2064206601e-01 2.0833291790e-02
1.1200000000e+01 9.2092008656e-01 2.0833292339e-02
1.1250000000e+01 9.2127107317e-01 2.0833292454e-02
1.1300000000e+01 9.2140739529e-01 2.0833292399e-02
1.1350000000e+01 9.2176615709e-01 2.0833292288e-02
1.1400000000e+01 9.2225830158e-01 2.0833292791e-02
1.1450000000e+01 9.2261547413e-01 2.0833292958e-02
1.1500000000e+01 9.2306318657e-01 2.0833292763e-02
1.1550000000e+01 9.2334355413e-01 2.0833292599e-02
1.1600000000e+01 9.2347044387e-01 2.0833292448e-02
1.1650000000e+01 9.2367793259e-01 2.0833292713e-02
1.1700000000e+01 9.2410496369e-01 2.0833292985e-02
1.1750000000e+01 9.2442933979e-01 2.0833292949e-02
1.1800000000e+01 9.2467460557e-01 2.0833293244e-02
1.1850000000e+01 9.2489789337e-01 2.0833293317e-02
1.1900000000e+01 9.2521748643e-01 2.0833292693e-02
1.1950000000e+01 9.2566098809e-01 2.0833292945e-02
1.2000000000e+01 9.2610124933e-01 2.0833293005e-02
1.2050000000e+01 9.2644104535e-01 2.0833292666e-02
1.2100000000e+01 9.2659710520e-01 2.0833292314e-02
1.2150000000e+01 9.2691458201e-01 2.0833292354e-02
1.2200000000e+01 9.2734610779e-01 2.0833292438e-02
1.2250000000e+01 9.2754433476e-01 2.0833292477e-02
1.2300000000e+01 9.2792357044e-01 2.0833292553e-02
1.2350000000e+01 9.2839582247e-01 2.0833292457e-02
1.2400000000e+01 9.2893395386e-01 2.0833292740e-02
1.2450000000e+01 9.2935488282e-01 2.0833293010e-02
1.2500000000e+01 9.2953529117e-01 2.0833292796e-02
1.2550000000e+01 9.2992901493e-01 2.0833292118e-02
1.2600000000e+01 9.3055983939e-01 2.0833292298e-02
1.2650000000e+01 9.3093120195e-01 2.0833293195e-02
1.2700000000e+01 9.3124476864e-01 2.0833293567e-02
1.2750000000e+01 9.3181147919e-01 2.0833293499e-02
1.2800000000e+01 9.3217811787e-01 2.0833293249e-02
1.2850000000e+01 9.3260863590e-01 2.0833292854e-02
1.2900000000e+01 9.3307042995e-01 2.0833292613e-02
1.2950000000e+01 9.3354116338e-01 2.0833292834e-02
1.3000000000e+01 9.3407333742e-01 2.0833293617e-02
1.3050000000e+01 9.3445094180e-01 2.0833293099e-02
1.3100000000e+01 9.3490013386e-01 2.0833292567e-02
1.3150000000e+01 9.3543876930e-01 2.0833293141e-02
1.3200000000e+01 9.3595070439e-01 2.0833293405e-02
1.3250000000e+01 9.3669468800e-01 2.0833293365e-02
1.3300000000e+01 9.3725323168e-01 2.0833293403e-02
1.3350000000e+01 9.3765034656e-01 2.0833293659e-02
1.3400000000e+01 9.3840772545e-01 2.0833293422e-02
1.3450000000e+01 9.3904688951e-01 2.0833292679e-02
1.3500000000e+01 9.3971445903e-01 2.0833293172e-02
1.3550000000e+01 9.4042981867e-01 2.0833293254e-02
1.3600000000e+01 9.4090428252e-01 2.0833293036e-02
1.3650000000e+01 9.4152244014e-01 2.0833293030e-02
1.3700000000e+01 9.4241893007e-01 2.0833292992e-02
1.3750000000e+01 9.4322472749e-01 2.0833293101e-02
1.3800000000e+01 9.4397156218e-01 2.0833293475e-02
1.3850000000e+01 9.4459484164e-01 2.0833293122e-02
1.3900000000e+01 9.4528724118e-01 2.0833293405e-02
1.3950000000e+01 9.4615701448e-01 2.0833293611e-02
1.4000000000e+01 9.4723896160e-01 2.0833293279e-02
1.4050000000e+01 9.4808957234e-01 2.0833293318e-02
1.4100000000e+01 9.4882808538e-01 2.0833293027e-02
1.4150000000e+01 9.4990260511e-01 2.0833292490e-02
1.4200000000e+01 9.5096524272e-01 2.0833292943e-02
1.4250000000e+01 9.5190818698e-01 2.0833293064e-02
1.4300000000e+01 9.5286101268e-01 2.0833292519e-02
1.4350000000e+01 9.5404069115e-01 2.0833291958e-02
1.4400000000e+01 9.5532979797e-01 2.0833292004e-02
1.4450000000e+01 9.5652965419e-01 2.0833292173e-02
1.4500000000e+01 9.5777532738e-01 2.0833292649e-02
1.4550000000e+01 9.5925765698e-01 2.0833292764e-02
1.4600000000e+01 9.6059790450e-01 2.0833292653e-02
1.4650000000e+01 9.6186607236e-01 2.0833292851e-02
1.4700000000e+01 9.6333636778e-01 2.0833292722e-02
1.4750000000e+01 9.6458832578e-01 2.0833293021e-02
1.4800000000e+01 9.6594729418e-01 2.0833292562e-02
1.4850000000e+01 9.6749985092e-01 2.0833292547e-02
1.4900000000e+01 9.6924257315e-01 2.0833292816e-02
1.4950000000e+01 9.7097534026e-01 2.0833292470e-02
1.5000000000e+01 9.7286878254e-01 2.0833292612e-02
1.5050000000e+01 9.7479865846e-01 2.0833292755e-02
1.5100000000e+01 9.7653461939e-01 2.0833292882e-02
1.5150000000e+01 9.7824096152e-01 2.0833292454e-02
1.5200000000e+01 9.8027141028e-01 2.0833293293e-02
1.5250000000e+01 9.8228453909e-01 2.0833293338e-02
1.5300000000e+01 9.8412779150e-01 2.0833293271e-02
1.5350000000e+01 9.8632067956e-01 2.0833293311e-02
1.5400000000e+01 9.8856914387e-01 2.0833293407e-02
1.5450000000e+01 9.9081688734e-01 2.0833293295e-02
1.5500000000e+01 9.9304586630e-01 2.0833293074e-02
1.5550000000e+01 9.9538418180e-01 2.0833292541e-02
1.5600000000e+01 9.9766793390e-01 2.0833292759e-02
1.5650000000e+01 9.9995398981e-01 2.0833292417e-02
1.5700000000e+01 1.0021282525e+00 2.0833292879e-02
1.5750000000e+01 1.0047494159e+00 2.0833292130e-02
1.5800000000e+01 1.0073783955e+00 2.0833292633e-02
1.5850000000e+01 1.0099463168e+00 2.0833292842e-02
1.5900000000e+01 1.0128162079e+00 2.0833292693e-02
1.5950000000e+01 1.0157674639e+00 2.0833292597e-02
1.6000000000e+01 1.0188102157e+00 2.0833292287e-02
1.6050000000e+01 1.0214486969e+00 2.0833292594e-02
1.6100000000e+01 1.0242125133e+00 2.0833292474e-02
1.6150000000e+01 1.0272611186e+00 2.0833292388e-02
1.6200000000e+01 1.0305256685e+00 2.0833292465e-02
1.6250000000e+01 1.0335387641e+00 2.0833292707e-02
1.6300000000e+01 1.0367617874e+00 2.0833293095e-02
1.6350000000e+01 1.0400366198e+00 2.0833292900e-02
1.6400000000e+01 1.0432917903e+00 2.0833292923e-02
1.6450000000e+01 1.0467960303e+00 2.0833292821e-02
1.6500000000e+01 1.0504669346e+00 2.0833292891e-02
1.6550000000e+01 1.0539729259e+00 2.0833292590e-02
1.6600000000e+01 1.0575603122e+00 2.0833292317e-02
1.6650000000e+01 1.0612323417e+00 2.0833292806e-02
1.6700000000e+01 1.0648496363e+00 2.0833292107e-02
1.6750000000e+01 1.0685044424e+00 2.0833292835e-02
1.6800000000e+01 1.0726662811e+00 2.0833292707e-02
1.6850000000e+01 1.0767737409e+00 2.0833292449e-02
1.6900000000e+01 1.0809648964e+00 2.0833293024e-02
1.6950000000e+01 1.0853065451e+00 2.0833292519e-02
1.7000000000e+01 1.0898409995e+00 2.0833292878e-02
1.7050000000e+01 1.0944549346e+00 2.0833292840e-02
1.7100000000e+01 1.0990920363e+00 2.0833293293e-02
1.7150000000e+01 1.1035287785e+00 2.0833292989e-02
1.7200000000e+01 1.1083514847e+00 2.0833293296e-02
1.7250000000e+01 1.1132550351e+00 2.0833292964e-02
1.7300000000e+01 1.1181790534e+00 2.0833292811e-02
1.7350000000e+01 1.1231188518e+00 2.0833292692e-02
1.7400000000e+01 1.1283545756e+00 2.0833292655e-02
1.7450000000e+01 1.1336516974e+00 2.0833293068e-02
1.7500000000e+01 1.1391009340e+00 2.0833292851e-02
1.7550000000e+01 1.1446269075e+00 2.0833292526e-02
1.7600000000e+01 1.1502385142e+00 2.0833292620e-02
1.7650000000e+01 1.1563108171e+00 2.0833292155e-02
1.7700000000e+01 1.1622765467e+00 2.0833292563e-02
1.7750000000e+01 1.1682992724e+00 2.0833292341e-02
1.7800000000e+01 1.1742305541e+00 2.0833293070e-02
1.7850000000e+01 1.1804540403e+00 2.0833292451e-02
1.7900000000e+01 1.1866110204e+00 2.0833292158e-02
1.7950000000e+01 1.1929980689e+00 2.0833292353e-02
1.8000000000e+01 1.1994708208e+00 2.0833292506e-02
1.8050000000e+01 1.2059235864e+00 2.0833292516e-02
1.8100000000e+01 1.2123447386e+00 2.0833292934e-02
1.8150000000e+01 1.2186167365e+00 2.0833292702e-02
1.8200000000e+01 1.2249737195e+00 2.0833292613e-02
1.8250000000e+01 1.2314467551e+00 2.0833292697e-02
1.8300000000e+01 1.2377584827e+00 2.0833292929e-02
1.8350000000e+01 1.2439641360e+00 2.0833292809e-02
1.8400000000e+01 1.2501210624e+00 2.0833292810e-02
1.8450000000e+01 1.2562408417e+00 2.0833292920e-02
1.8500000000e+01 1.2622934302e+00 2.0833293243e-02
1.8550000000e+01 1.2678679012e+00 2.0833292855e-02
1.8600000000e+01 1.2732380576e+00 2.0833293327e-02
1.8650000000e+01 1.2785633542e+00 2.0833292680e-02
1.8700000000e+01 1.2836890110e+00 2.0833292662e-02
1.8750000000e+01 1.2885134296e+00 2.0833292339e-02
1.8800000000e+01 1.2931146941e+00 2.0833291996e-02
1.8850000000e+01 1.2973892930e+00 2.0833292876e-02
1.8900000000e+01 1.3012952984e+00 2.0833292357e-02
1.8950000000e+01 1.3052161506e+00 2.0833292431e-02
1.9000000000e+01 1.3084912214e+00 2.0833292410e-02
1.9050000000e+01 1.3113313765e+00 2.0833292863e-02
1.9100000000e+01 1.3137393988e+00 2.0833292651e-02
1.9150000000e+01 1.3157547572e+00 2.0833292024e-02
1.9200000000e+01 1.3175409625e+00 2.0833292636e-02
